Comment Number,Comment Content,Processed comments
4715,"WHAT MR. PRESIDENT TRUMP RELATIONSHIPS WITH WOMAN ADULT WOMAN IS PERSONAL WHEN YOUNG …. HE WAS NOT PRESIDENT FIRST HAND SECOND AND FORMOST HIS MONEY 💴 IS NOT FROM PRESIDENCY HE HAD FROM HIS DAD HIS WORK BUSINESS HIS SWET AND MIND .<br>YOU ON THE OTHER HAND BIDEN LIKE SNIFFING LITTLE GIRLS AND YOUR NOW WIFE WAS YOUR SON NANNY BABYSITTER ‼️ <a href=""https://www.youtube.com/watch?v=yr9d79TNPfc&amp;t=2782"">46:22</a>",mr president trump relationship woman adult woman personal young president first hand second formost money presidency dad work business swet mind hand biden like sniffing little girl wife son nanny babysitter
4716,LET RFK IN THE DEBATE&#39;S,let rfk debate
4717,Btw.,way
4718,Lastly its not sleepy Joe...its too slow Joe. If you going to be slow you best have right words..<br>He is slow and the wrong words. <br><br><br>Trump is sharp and the right words.,lastly sleepy joeits slow joe going slow best right wordshe slow wrong word trump sharp right word
4719,These two are the best we got? lol. One guy keeps going on endless rants showing he is a clear (sociopath) not answering any question directly. The other look like his memory failing him by the second. What happened to electing qualified people to be president? Why is there no age limit. Even the Military has an age limit.,two best got lol one guy keep going endless rant showing clear sociopath answering question directly look like memory failing second happened electing qualified people president age limit even military age limit
4720,"I can&#39;t see that all those units that he&#39;s talking about are going to people that are illegally in this country and the American people that need housing cat daily squad.<br>That includes our bedroom, the store so far. It&#39;s okay. They&#39;re safe for those who wish to take our freedom away",not see unit talking going people illegally country american people need housing cat daily squadthat includes bedroom store far okay safe wish take freedom away
4721,Social Security is a scam. You would have 8-10x if you put that money in an IRA. Change my mind.,social security scam would x put money ira change mind
4722,Biden can&#39;t speak truth. He&#39;s a pathological liar,biden not speak truth pathological liar
4723,Need one of them drug machines in the white house!  Asap,need one drug machine white house soon possible
4724,Making billionaires play 24% tax will put a lot of people out of work got the billionaires of our country runs companies and they will have to cut jobs because of 24% tax hike,making billionaire play tax put lot people work got billionaire country run company cut job tax hike
4725,Fact check every thing Trump claims!,fact check every thing trump claim
4726,"That&#39;s my birthday open borders. Meeting that are some effects into our country. Okay. Matters saying how our children have to be watched. They weren&#39;t free getting all the benefits out of our taxpayer. So basically, the amount of people struggled to feed their families about these people that break the log on everything",birthday open border meeting effect country okay matter saying child watched free getting benefit taxpayer basically amount people struggled feed family people break log everything
4727,Trump World 2024.,trump world
4728,I can conlude that Trump defeated old Biden,conlude trump defeated old biden
4729,LET TRUMP SETTLE THE WAR,let trump settle war
4730,It was like Trump was for himself and Biden was for Trump too. Everything Biden said only strengthened Trump’s stance because it was all BS.,like trump biden trump everything biden said strengthened trump stance b
4731,Yeah manufacturing jobs in other countries,yeah manufacturing job country
4732,"I watched the debate with my 19-yr-old son.  He will vote in his first election this fall.  We are of opposite political persuasion.  My son, about 35 minutes into the debate, &quot;Why won&#39;t they stop trying to insult each other and ANSWER the questions.  I don&#39;t care how the feel about each other!  I care how what they do will affect my future!&quot;  ......nothing else needs to be said.....",watched debate yrold son vote first election fall opposite political persuasion son minute debate stop trying insult answer question care feel care affect future nothing else need said
4733,YOUTUBE BLOCKS COMMENTS ❤,youtube block comment
4734,Mumble wars,mumble war
4735,Who built the cages Joe ? - Trump 2024,built cage joe trump
4736,THE WHOLE WORLD IS GOING TO BE DESTROYED IF YOU&#39;RE VOTING  BIDEN.,whole world going destroyed voting biden
4737,Am I the only one that has a hard time understanding Biden ?,one hard time understanding biden
4738,Poor Joe Biden.  This man needs to go and rest in a convalescent home with some lime green jello.  This man is elderly and failing fast and is not fit to run his own household let alone our country.  His wife should be ashamed she is letting this happen.,poor joe biden man need go rest convalescent home lime green jello man elderly failing fast fit run household let alone country wife ashamed letting happen
